421120,106,"{1: 'C', 2: 'A', 3: 'B', 6: 'A', 8: 'D', 10: 'C', 13: 'B', 15: 'D', 23: 'C', 25: 'D', 28: 'A', 32: 'D', 37: 'A', 42: 'D', 50: 'D'}",15,3.00
123456,109,"{1: 'B', 2: 'B', 3: 'A', 4: 'A', 5: 'A', 6: 'D', 7: 'D', 8: 'A', 9: 'D', 10: 'D', 11: 'D', 12: 'D', 13: 'D', 14: 'C', 15: 'B', 16: 'B', 17: 'C', 18: 'A', 19: 'B', 20: 'D', 21: 'B', 22: 'A', 23: 'A', 24: 'D', 25: 'B', 26: 'A', 27: 'D', 28: 'D', 29: 'C', 30: 'B', 31: 'B', 32: 'B', 33: 'C', 34: 'D', 35: 'A', 36: 'D', 37: 'D', 38: 'A', 39: 'A', 40: 'C', 47: 'B', 49: 'C'}",42,8.40
111257,111,"{1: 'A', 2: 'A', 3: 'C', 4: 'A', 5: 'D', 6: 'D', 7: 'A', 8: 'A', 9: 'A', 10: 'D', 11: 'A', 12: 'A', 13: 'D', 14: 'B', 15: 'A', 16: 'A', 17: 'D', 18: 'B', 19: 'D', 20: 'B', 21: 'B', 22: 'D', 23: 'D', 24: 'D', 25: 'D', 26: 'D', 27: 'D', 28: 'A', 29: 'D', 30: 'D', 31: 'A', 32: 'A', 33: 'A', 34: 'D', 35: 'D', 36: 'B', 37: 'D', 38: 'D', 39: 'D', 40: 'B', 41: 'D', 42: 'C', 43: 'D', 44: 'A', 45: 'B', 46: 'B', 47: 'A', 48: 'B', 49: 'B', 50: 'D'}",50,10.00
121111,111,"{1: 'A', 3: 'C', 9: 'A', 14: 'B', 18: 'B', 24: 'D', 33: 'A', 46: 'B', 49: 'B'}",9,1.80
